..\imagens_para_conversao\tijolo: .word 16, 16
.byte 91,91,91,91,91,91,0,91,91,91,91,91,91,91,0,91,
173,173,173,173,173,173,0,91,173,173,173,173,173,173,0,91,
173,173,173,173,173,173,0,91,173,173,173,173,173,173,0,91,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,91,0,91,91,91,91,91,91,91,0,91,91,91,91,91,
173,173,0,91,173,173,173,173,173,173,0,91,173,173,173,173,
173,173,0,91,173,173,173,173,173,173,0,91,173,173,173,173,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,91,91,91,91,91,0,91,91,91,91,91,91,91,0,91,
173,173,173,173,173,173,0,91,173,173,173,173,173,173,0,91,
173,173,173,173,173,173,0,91,173,173,173,173,173,173,0,91,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,91,0,91,91,91,91,91,91,91,0,91,91,91,91,91,
173,173,0,91,173,173,173,173,173,173,0,91,173,173,173,173,
173,173,0,91,173,173,173,173,173,173,0,91,173,173,173,173,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


