..\imagens_para_conversao\chao: .word 16, 16
.byte 160,240,240,240,240,240,240,240,240,240,240,240,240,240,240,160,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
240,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,


